name;given name;family name;sex or gender;date of birth;electoral district;parliamentary term;parliamentary group;represents
Dieter Schinzel;Dieter;;male;1942-11-14;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Dietrich Elchlepp;Dietrich;Elchlepp;male;1938-03-07;Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Marta Vincenzi;Marta;Vincenzi;female;1947-05-27;North-West Italy;6;Progressive Alliance of Socialists and Democrats;Democratic Party of the Left
Dimitar Stoyanov;Dimitar;;male;1983-05-17;Bulgaria;7;Non-Inscrits;Attack
Dimitar Stoyanov;Dimitar;;male;1983-05-17;Bulgaria;6;Non-Inscrits;Attack
Edith Müller;Edith;Müller;female;1949-03-03;Germany;4;The Green Group in the European Parliament;Alliance '90/The Greens
Wilhelm Helms;Wilhelm;Helms;male;1923-12-19;Germany;1;European People's Party group;Christian Democratic Union
Dirk Sterckx;Dirk;Sterckx;male;1946-09-25;Dutch-speaking electoral college;7;Group of the Alliance of Liberals and Democrats for Europe;Open Flemish Liberals and Democrats
Dirk Sterckx;Dirk;Sterckx;male;1946-09-25;Dutch-speaking electoral college;6;Group of the Alliance of Liberals and Democrats for Europe;Open Flemish Liberals and Democrats
Dirk Sterckx;Dirk;Sterckx;male;1946-09-25;Dutch-speaking electoral college;5;European Liberal Democrat and Reform Party Group;Open Flemish Liberals and Democrats
Thijs Berman;Thijs;;male;1957-09-26;Netherlands;7;Progressive Alliance of Socialists and Democrats;Labour Party
Thijs Berman;Thijs;;male;1957-09-26;Netherlands;6;Progressive Alliance of Socialists and Democrats;Labour Party
Martin Callanan;Martin;Callanan;male;1961-08-08;North East England;7;European Conservatives and Reformists;Conservative Party
Martin Callanan;Martin;Callanan;male;1961-08-08;North East England;6;European People's Party group;Conservative Party
Martin Callanan;Martin;Callanan;male;1961-08-08;North East England;5;European People's Party group;Conservative Party
Rolandas Pavilionis;Rolandas;Pavilionis;male;1944-07-03;Lithuania;6;Union for Europe of the Nations;Order and Justice
Giorgio Almirante;Giorgio;Almirante;male;1914-01-01;Italy;2;Non-Inscrits;Italian Social Movement - National Right
Giorgio Almirante;Giorgio;Almirante;male;1914-01-01;Italy;1;Non-Inscrits;Italian Social Movement - National Right
Dominique Baudis;Dominique;Baudis;male;1947-04-14;South-West France;7;European People's Party group;Union for a Popular Movement
Dominique Baudis;Dominique;Baudis;male;1947-04-14;France;4;European People's Party group;Union for a Popular Movement
Dominique Baudis;Dominique;Baudis;male;1947-04-14;France;2;European People's Party group;Union for a Popular Movement
Dominique Riquet;Dominique;Riquet;male;1946-09-18;North-West France;8;Group of the Alliance of Liberals and Democrats for Europe;Radical Party
Dominique Riquet;Dominique;Riquet;male;1946-09-18;North-West France;7;European People's Party group;Union for a Popular Movement
Dominique Riquet;Dominique;Riquet;male;1946-09-18;France;9;Renew Europe;Radical Movement
Mario Pomilio;Mario;Pomilio;male;1921-01-14;Italy;2;European People's Party group;Christian Democracy
Jiří Pelikán;Jiří;Pelikán;male;1923-02-07;Italy;2;Progressive Alliance of Socialists and Democrats;Italian Socialist Party
Jiří Pelikán;Jiří;Pelikán;male;1923-02-07;Italy;1;Progressive Alliance of Socialists and Democrats;Italian Socialist Party
Michele Santoro;Michele;Santoro;male;1951-07-02;Southern Italy;6;Progressive Alliance of Socialists and Democrats;independent politician
Kęstutis Kriščiūnas;Kęstutis;;male;1969-09-24;Lithuania;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Lithuania
Ruža Tomašić;Ruža;Tomašič;female;1958-05-10;Croatia;7;European Conservatives and Reformists;Croatian Party of Rights dr. Ante Starčević
Ruža Tomašić;Ruža;Tomašič;female;1958-05-10;Croatia;8;European Conservatives and Reformists;Croatian Party of Rights dr. Ante Starčević
Ruža Tomašić;Ruža;Tomašič;female;1958-05-10;Croatia;9;European Conservatives and Reformists;Croatian Conservative Party
Feri Horvat;Franc;Horvat;male;1941-09-26;Slovenia;5;Progressive Alliance of Socialists and Democrats;Social Democrats
Marlies Mosiek-Müller;Marlies;;female;1946-08-09;Germany;4;European People's Party group;Christian Democratic Union
Jens-Peter Bonde;Jens-Peter;Bonde;male;1948-03-27;Denmark;1;Technical Group of Independents;People's Movement against the EU
Jens-Peter Bonde;Jens-Peter;Bonde;male;1948-03-27;Denmark;2;Rainbow Group;People's Movement against the EU
Jens-Peter Bonde;Jens-Peter;Bonde;male;1948-03-27;Denmark;3;Rainbow Group;People's Movement against the EU
Jens-Peter Bonde;Jens-Peter;Bonde;male;1948-03-27;Denmark;4;Europe of Nations;June Movement
Jens-Peter Bonde;Jens-Peter;Bonde;male;1948-03-27;Denmark;4;Non-Inscrits;June Movement
Jens-Peter Bonde;Jens-Peter;Bonde;male;1948-03-27;Denmark;4;Independents for a Europe of Nations;June Movement
Jens-Peter Bonde;Jens-Peter;Bonde;male;1948-03-27;Denmark;5;Europe of Democracies and Diversities;June Movement
Jens-Peter Bonde;Jens-Peter;Bonde;male;1948-03-27;Denmark;6;Independence/Democracy;June Movement
Karl Schön;Karl;Schön;male;1923-07-26;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Luca Romagnoli;Luca;Romagnoli;male;1961-09-12;Southern Italy;6;Non-Inscrits;Social Movement Tricolour Flame
Peter Kittelmann;Peter;Kittelmann;male;1936-07-17;Germany;4;European People's Party group;Christian Democratic Union
Ivaylo Kalfin;Ivaylo;;male;1964-05-30;Bulgaria;7;Progressive Alliance of Socialists and Democrats;Coalition for Bulgaria
Silvia Modig;Anna;Modig;female;1976-07-08;Finland;9;European United Left–Nordic Green Left;Left Alliance
Mirosława Nykiel;Mirosława;Nykiel;female;1953-09-23;Poland;10;European People's Party group;Civic Platform
Herbert Dorfmann;Herbert;Dorfmann;male;1969-03-04;North-East Italy;8;European People's Party group;South Tyrolean People's Party
Herbert Dorfmann;Herbert;Dorfmann;male;1969-03-04;Italy;7;European People's Party group;South Tyrolean People's Party
Herbert Dorfmann;Herbert;Dorfmann;male;1969-03-04;Italy;9;European People's Party group;South Tyrolean People's Party
Herbert Dorfmann;Herbert;Dorfmann;male;1969-03-04;North-East Italy;10;European People's Party group;South Tyrolean People's Party
Nils Ušakovs;Nils;Ushakov;male;1976-06-08;Latvia;9;Progressive Alliance of Socialists and Democrats;"Social Democratic Party ""Harmony"""
Nils Ušakovs;Nils;Ushakov;male;1976-06-08;Latvia;10;Progressive Alliance of Socialists and Democrats;"Social Democratic Party ""Harmony"""
Eduard Kukan;Eduard;Kukan;male;1939-12-26;Slovakia;8;European People's Party group;Slovak Democratic and Christian Union – Democratic Party
Eduard Kukan;Eduard;Kukan;male;1939-12-26;Slovakia;7;European People's Party group;Slovak Democratic and Christian Union – Democratic Party
Klaus-Peter Köhler;Klaus-Peter;Köhler;male;1943-06-18;Germany;3;Non-Inscrits;independent politician
Rolf Linkohr;Rolf;Linkohr;male;1941-04-11;Germany;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Rolf Linkohr;Rolf;Linkohr;male;1941-04-11;Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Rolf Linkohr;Rolf;Linkohr;male;1941-04-11;Germany;3;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Rolf Linkohr;Rolf;Linkohr;male;1941-04-11;Germany;2;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Rolf Linkohr;Rolf;Linkohr;male;1941-04-11;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Tibor Szanyi;Tibor;;male;1956-07-13;Hungary;8;Progressive Alliance of Socialists and Democrats;Hungarian Socialist Party
Egbert Nitsch;Egbert;Nitsch;male;1934-07-08;Germany;2;Rainbow Group;Alliance '90/The Greens
Wolfram Pirchner;Wolfram;;male;1958-04-21;Austria;9;European People's Party group;Austrian People's Party
Freddy Thielemans;L.;Thielemans;male;1944-09-11;French-speaking electoral college;5;Progressive Alliance of Socialists and Democrats;Socialist Party
Miloslav Ransdorf;Miloslav;;male;1953-02-15;Czech Republic;8;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Miloslav Ransdorf;Miloslav;;male;1953-02-15;Czech Republic;7;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Miloslav Ransdorf;Miloslav;;male;1953-02-15;Czech Republic;6;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Miloslav Ransdorf;Miloslav;;male;1953-02-15;Czech Republic;5;European United Left–Nordic Green Left;Communist Party of Bohemia and Moravia
Gero Pfennig;Gero;Pfennig;male;1945-02-11;Germany;2;European People's Party group;Christian Democratic Union
Gero Pfennig;Gero;Pfennig;male;1945-02-11;Germany;1;European People's Party group;Christian Democratic Union
Miguel Arias Cañete;Miguel;Arias;male;1950-02-24;Spain;8;European People's Party group;People's Party
Miguel Arias Cañete;Miguel;Arias;male;1950-02-24;Spain;4;European People's Party group;People's Party
Miguel Arias Cañete;Miguel;Arias;male;1950-02-24;Spain;3;European People's Party group;People's Party
Miguel Arias Cañete;Miguel;Arias;male;1950-02-24;Spain;2;European People's Party group;People's Party
Karl Partsch;Karl;Partsch;male;1922-01-22;Germany;3;European Liberal Democrat and Reform Party Group;independent politician
László Trócsányi;László;Trócsányi;male;1956-03-06;Hungary;9;European People's Party group;Fidesz–KDNP
Martina Michels;Martina;Michels;female;1955-12-01;Germany;8;European United Left–Nordic Green Left;The Left
Martina Michels;Martina;Michels;female;1955-12-01;Germany;7;European United Left–Nordic Green Left;The Left
Martina Michels;Martina;Michels;female;1955-12-01;Germany;9;European United Left–Nordic Green Left;The Left
Elena Oana Antonescu;Elena;Antonescu;female;1979-12-30;Romania;7;European People's Party group;Democratic Liberal Party
Elisabeth Hlavac;Elisabeth;Hlavac;female;1952-02-25;Austria;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Austria
Nicola Zingaretti;Nicola;Zingaretti;male;1965-10-11;Central Italy;6;Progressive Alliance of Socialists and Democrats;Democratic Party
Nicola Zingaretti;Nicola;Zingaretti;male;1965-10-11;Central Italy;10;Progressive Alliance of Socialists and Democrats;Democratic Party
Graham Watson;Graham;Watson;male;1956-03-23;South West England;7;Group of the Alliance of Liberals and Democrats for Europe;Liberal Democrats
Graham Watson;Graham;Watson;male;1956-03-23;South West England;6;Group of the Alliance of Liberals and Democrats for Europe;Liberal Democrats
Graham Watson;Graham;Watson;male;1956-03-23;South West England;5;European Liberal Democrat and Reform Party Group;Liberal Democrats
Graham Watson;Graham;Watson;male;1956-03-23;Somerset and North Devon;4;European Liberal Democrat and Reform Party Group;Liberal Democrats
Pino Arlacchi;Giuseppe;Arlacchi;male;1951-02-21;Italy;7;Progressive Alliance of Socialists and Democrats;Democratic Party
Piet Dankert;Piet;Dankert;male;1934-01-08;Netherlands;4;Progressive Alliance of Socialists and Democrats;Labour Party
Piet Dankert;Piet;Dankert;male;1934-01-08;Netherlands;3;Progressive Alliance of Socialists and Democrats;Labour Party
Piet Dankert;Piet;Dankert;male;1934-01-08;Netherlands;2;Progressive Alliance of Socialists and Democrats;Labour Party
Piet Dankert;Piet;Dankert;male;1934-01-08;Netherlands;1;Progressive Alliance of Socialists and Democrats;Labour Party
Emil Schlee;Emil;Schlee;male;1922-10-21;Germany;3;Non-Inscrits;independent politician
Emil Stoyanov;Emil;Stoyanov;male;1959-07-12;Bulgaria;7;European People's Party group;Citizens for European Development of Bulgaria
Rui Tavares;Rui;Tavares;male;1972-07-29;Portugal;7;The Greens–European Free Alliance;independent politician
Morten Messerschmidt;Morten;Messerschmidt;male;1980-11-13;Denmark;7;Europe of Freedom and Democracy;Danish People's Party
Morten Messerschmidt;Morten;Messerschmidt;male;1980-11-13;Denmark;8;European Conservatives and Reformists;Danish People's Party
Stuart Agnew;John;Agnew;male;1949-08-30;East of England;7;Europe of Freedom and Democracy;UK Independence Party
Stuart Agnew;John;Agnew;male;1949-08-30;East of England;8;Europe of Freedom and Direct Democracy;UK Independence Party
Peter Skinner;Peter;Skinner;male;1959-06-01;South East England;7;Progressive Alliance of Socialists and Democrats;Labour Party
Peter Skinner;Peter;Skinner;male;1959-06-01;South East England;6;Progressive Alliance of Socialists and Democrats;Labour Party
Peter Skinner;Peter;Skinner;male;1959-06-01;South East England;5;Progressive Alliance of Socialists and Democrats;Labour Party
Peter Skinner;Peter;Skinner;male;1959-06-01;Kent West;4;Progressive Alliance of Socialists and Democrats;Labour Party
Philip Bradbourn;Philip;;male;1951-08-09;West Midlands;8;European Conservatives and Reformists;Conservative Party
Philip Bradbourn;Philip;;male;1951-08-09;West Midlands;7;European Conservatives and Reformists;Conservative Party
Philip Bradbourn;Philip;;male;1951-08-09;West Midlands;6;European People's Party group;Conservative Party
Philip Bradbourn;Philip;;male;1951-08-09;West Midlands;5;European People's Party group;Conservative Party
Struan Stevenson;John;Stevenson;male;1948-04-04;Scotland;7;European Conservatives and Reformists;Conservative Party
Struan Stevenson;John;Stevenson;male;1948-04-04;Scotland;6;European People's Party group;Conservative Party
Struan Stevenson;John;Stevenson;male;1948-04-04;Scotland;5;European People's Party group;Conservative Party
Richard Howitt;Richard;Howitt;male;1961-04-05;East of England;5;Party of European Socialists;Labour Party
Richard Howitt;Richard;Howitt;male;1961-04-05;East of England;6;Socialist Group;Labour Party
Richard Howitt;Richard;Howitt;male;1961-04-05;East of England;7;Progressive Alliance of Socialists and Democrats;Labour Party
Richard Howitt;Richard;Howitt;male;1961-04-05;East of England;8;Progressive Alliance of Socialists and Democrats;Labour Party
Richard Howitt;Richard;Howitt;male;1961-04-05;Essex South;4;Party of European Socialists;Labour Party
Jules Maaten;Jules;Maaten;male;1961-04-17;Netherlands;6;Group of the Alliance of Liberals and Democrats for Europe;People's Party for Freedom and Democracy
Jules Maaten;Jules;Maaten;male;1961-04-17;Netherlands;5;European Liberal Democrat and Reform Party Group;People's Party for Freedom and Democracy
Oldřich Vlasák;Oldřich;Vlasák;male;1955-11-26;Czech Republic;7;European Conservatives and Reformists;Civic Democratic Party
Oldřich Vlasák;Oldřich;Vlasák;male;1955-11-26;Czech Republic;6;European People's Party group;Civic Democratic Party
Henri Weber;Henri;Weber;male;1944-06-23;Massif-central–Centre;7;Progressive Alliance of Socialists and Democrats;Socialist Party
Henri Weber;Henri;Weber;male;1944-06-23;North-West France;6;Progressive Alliance of Socialists and Democrats;Socialist Party
Henri Weber;Henri;Weber;male;1944-06-23;France;4;Progressive Alliance of Socialists and Democrats;Socialist Party
Robert Sturdy;Robert;Sturdy;male;1944-06-22;East of England;7;European Conservatives and Reformists;Conservative Party
Robert Sturdy;Robert;Sturdy;male;1944-06-22;East of England;6;European People's Party group;Conservative Party
Robert Sturdy;Robert;Sturdy;male;1944-06-22;East of England;5;European People's Party group;Conservative Party
Robert Sturdy;Robert;Sturdy;male;1944-06-22;Cambridgeshire;4;European People's Party group;Conservative Party
João Soares;João;Soares;male;1949-08-29;Portugal;4;Progressive Alliance of Socialists and Democrats;Socialist Party
Roberto Fiore;Roberto;Fiore;male;1959-04-15;Central Italy;6;Non-Inscrits;New Force
Tunne Kelam;Väldo;Sink;male;1936-07-10;Estonia;6;European People's Party group;Pro Patria Union
Tunne Kelam;Väldo;Sink;male;1936-07-10;Estonia;7;European People's Party group;Isamaa
Tunne Kelam;Väldo;Sink;male;1936-07-10;Estonia;8;European People's Party group;Isamaa
Salvador Garriga Polledo;Salvador;;male;1957-08-06;Spain;7;European People's Party group;People's Party
Salvador Garriga Polledo;Salvador;;male;1957-08-06;Spain;6;European People's Party group;People's Party
Salvador Garriga Polledo;Salvador;;male;1957-08-06;Spain;5;European People's Party group;People's Party
Salvador Garriga Polledo;Salvador;;male;1957-08-06;Spain;4;European People's Party group;People's Party
Salvador Garriga Polledo;Salvador;;male;1957-08-06;Spain;2;European People's Party group;People's Party
Eoin Ryan, Jnr;Eoin;Ryan;male;1953-02-24;Dublin;6;Union for Europe of the Nations;Fianna Fáil
Rihards Pīks;Rihards;;male;1941-12-31;Latvia;6;European People's Party group;People's Party
Mario Borghezio;Mario;Borghezio;male;1947-12-03;Central Italy;8;Non-Inscrits;Lega Nord
Mario Borghezio;Mario;Borghezio;male;1947-12-03;Central Italy;8;Europe of Nations and Freedom;Lega Nord
Mario Borghezio;Mario;Borghezio;male;1947-12-03;Italy;7;Non-Inscrits;Lega Nord
Mario Borghezio;Mario;Borghezio;male;1947-12-03;North-West Italy;6;Non-Inscrits;Lega Nord
Mario Borghezio;Mario;Borghezio;male;1947-12-03;Italy;5;Non-Inscrits;Lega Nord
Stavros Xarchakos;Stauros;;male;1939-03-14;Greece;5;European People's Party group;New Democracy
Kostis Chatzidakis;Kostis;Chatzidakis;male;1965-04-20;Greece;6;European People's Party group;New Democracy
Kostis Chatzidakis;Kostis;Chatzidakis;male;1965-04-20;Greece;5;European People's Party group;New Democracy
Kostis Chatzidakis;Kostis;Chatzidakis;male;1965-04-20;Greece;4;European People's Party group;New Democracy
Hans-Joachim Beckmann;Hans-Joachim;Beckmann;male;1946-01-12;Germany;2;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Philippe Morillon;Philippe;Morillon;male;1935-10-24;West France;6;Group of the Alliance of Liberals and Democrats for Europe;Democratic Movement
Philippe Morillon;Philippe;Morillon;male;1935-10-24;France;5;European Liberal Democrat and Reform Party Group;Democratic Movement
Erhard Meier;Erhard;Meier;male;1939-09-24;Austria;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Austria
Gérard Onesta;Gérard;Onesta;male;1960-08-05;South-West France;6;The Greens–European Free Alliance;The Greens
Gérard Onesta;Gérard;Onesta;male;1960-08-05;France;5;The Greens–European Free Alliance;The Greens
Gérard Onesta;Gérard;Onesta;male;1960-08-05;France;3;The Green Group in the European Parliament;The Greens
Filip Adwent;Filip;Adwent;male;1955-08-31;Podkarpackie;6;Independence/Democracy;League of Polish Families
Erich Farthofer;Erich;;male;1951-04-27;Austria;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Austria
Erich Schreiner;Erich;Schreiner;male;1950-06-26;Austria;4;Non-Inscrits;Austrian Freedom Party
Erik Blumenfeld;Erik;Blumenfeld;male;1915-03-27;Germany;2;European People's Party group;Christian Democratic Union
Erik Blumenfeld;Erik;Blumenfeld;male;1915-03-27;Germany;1;European People's Party group;Christian Democratic Union
Ernest Glinne;Ernest;;male;1931-03-30;French-speaking electoral college;3;Progressive Alliance of Socialists and Democrats;Socialist Party
Ernest Glinne;Ernest;;male;1931-03-30;French-speaking electoral college;2;Progressive Alliance of Socialists and Democrats;Socialist Party
Ernest Glinne;Ernest;;male;1931-03-30;French-speaking electoral college;1;Progressive Alliance of Socialists and Democrats;Socialist Party
Vladimír Železný;Vladimír;Železný;male;1945-03-03;Czech Republic;6;Independence/Democracy;Nezávislí
Pavel Telička;Pavel;Telička;male;1965-08-24;Czech Republic;8;Group of the Alliance of Liberals and Democrats for Europe;ANO 2011
Gunnar Hökmark;Gunnar;Hökmark;male;1952-09-19;Sweden;8;European People's Party group;Moderate Party
Gunnar Hökmark;Gunnar;Hökmark;male;1952-09-19;Sweden;7;European People's Party group;Moderate Party
Gunnar Hökmark;Gunnar;Hökmark;male;1952-09-19;Sweden;6;European People's Party group;Moderate Party
Ole Christensen;Ole;Christensen;male;1955-05-07;Denmark;6;Socialist Group;Social Democrats
Ole Christensen;Ole;Christensen;male;1955-05-07;Denmark;7;Progressive Alliance of Socialists and Democrats;Social Democrats
Ole Christensen;Ole;Christensen;male;1955-05-07;Denmark;8;Progressive Alliance of Socialists and Democrats;Social Democrats
Henrik Dam Kristensen;Henrik;Kristensen;male;1957-01-31;Denmark;6;Progressive Alliance of Socialists and Democrats;Social Democrats
Ernst Majonica;Ernst;;male;1920-10-29;Germany;1;European People's Party group;Christian Democratic Union
Ernst Müller-Hermann;Ernst;Müller;male;1915-09-30;Germany;1;European People's Party group;Christian Democratic Union
Gérard Longuet;Jacques;Longuet;male;1946-02-24;France;2;European Liberal Democrat and Reform Party Group;French Republican Party
Heinke Salisch;Heinke;Salisch;female;1941-08-14;Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Heinke Salisch;Heinke;Salisch;female;1941-08-14;Germany;3;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Heinke Salisch;Heinke;Salisch;female;1941-08-14;Germany;2;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Heinke Salisch;Heinke;Salisch;female;1941-08-14;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Viktor Uspaskich;Viktor;;male;1959-07-24;Lithuania;8;Group of the Alliance of Liberals and Democrats for Europe;Labour Party
Viktor Uspaskich;Viktor;;male;1959-07-24;Lithuania;7;Group of the Alliance of Liberals and Democrats for Europe;Labour Party
Viktor Uspaskich;Viktor;;male;1959-07-24;Lithuania;9;Renew Europe;Labour Party
Esko Seppänen;Olavi;Seppänen;male;1946-02-15;Finland;6;European United Left–Nordic Green Left;Left Alliance
Esko Seppänen;Olavi;Seppänen;male;1946-02-15;Finland;5;European United Left–Nordic Green Left;Left Alliance
Esko Seppänen;Olavi;Seppänen;male;1946-02-15;Finland;4;European United Left–Nordic Green Left;Left Alliance
Erwin Lange;Erwin;Lange;male;1914-05-10;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Jan Mulder;Jan;Mulder;male;1943-10-03;Netherlands;7;Group of the Alliance of Liberals and Democrats for Europe;People's Party for Freedom and Democracy
Jan Mulder;Jan;Mulder;male;1943-10-03;Netherlands;6;Group of the Alliance of Liberals and Democrats for Europe;People's Party for Freedom and Democracy
Jan Mulder;Jan;Mulder;male;1943-10-03;Netherlands;5;European Liberal Democrat and Reform Party Group;People's Party for Freedom and Democracy
Jan Mulder;Jan;Mulder;male;1943-10-03;Netherlands;4;European Liberal Democrat and Reform Party Group;People's Party for Freedom and Democracy
Simon Busuttil;Simon;Busuttil;male;1969-03-21;Malta;7;European People's Party group;Nationalist Party
Simon Busuttil;Simon;Busuttil;male;1969-03-21;Malta;6;European People's Party group;Nationalist Party
Ioannis Zigdis;Ioannis;;male;1913-07-21;Greece;1;Non-Inscrits;Union of the Democratic Centre
Jean-Pierre Audy;Jean-Pierre;Audy;male;1952-06-12;Massif-central–Centre;7;European People's Party group;Union for a Popular Movement
Jean-Pierre Audy;Jean-Pierre;Audy;male;1952-06-12;Massif-central–Centre;6;European People's Party group;Union for a Popular Movement
Eugen Freund;Eugen;Freund;male;1951-04-15;Austria;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Austria
Eugen Loderer;Eugen;Loderer;male;1920-05-28;Germany;1;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Jaroslav Lobkowicz;Maria;Lobkowicz;male;1942-01-01;Czech Republic;5;European People's Party group;KDU-ČSL
Juozas Olekas;Juozas;Olekas;male;1955-10-30;Lithuania;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Lithuania
Leonidas Donskis;Leonidas;;male;1962-08-13;Lithuania;7;Group of the Alliance of Liberals and Democrats for Europe;Liberal Movement
Fausto Correia;Fausto;Correia;male;1951-10-29;Portugal;6;Progressive Alliance of Socialists and Democrats;Socialist Party
Mario Segni;Mario;Segni;male;1939-05-16;Italy;5;Union for Europe of the Nations;Patto Segni
Mario Segni;Mario;Segni;male;1939-05-16;Italy;4;European People's Party group;Patto Segni
Gerd Ludwig Lemmer;Ludwig;Lemmer;male;1925-09-13;Germany;3;European People's Party group;Christian Democratic Union
Gerd Ludwig Lemmer;Ludwig;Lemmer;male;1925-09-13;Germany;2;European People's Party group;Christian Democratic Union
Gerd Ludwig Lemmer;Ludwig;Lemmer;male;1925-09-13;Germany;1;European People's Party group;Christian Democratic Union
Eva Quistorp;Eva;Quistorp;female;1945-08-27;Germany;3;The Green Group in the European Parliament;Alliance '90/The Greens
Jacques Toubon;Jacques;;male;1941-01-01;Île-de-France;6;European People's Party group;Union for a Popular Movement
John Bufton;John;Bufton;male;1962-08-31;Wales;7;Europe of Freedom and Democracy;UK Independence Party
Seán Kelly;Seán;Kelly;male;1952-04-26;South;8;European People's Party group;Fine Gael
Seán Kelly;Seán;Kelly;male;1952-04-26;South;7;European People's Party group;Fine Gael
Seán Kelly;Seán;Kelly;male;1952-04-26;South;9;European People's Party group;Fine Gael
Seán Kelly;Seán;Kelly;male;1952-04-26;South;10;European People's Party group;Fine Gael
Jacques Poos;Jacques;Poos;male;1935-06-03;Luxembourg constituency of the European Parliament;5;Progressive Alliance of Socialists and Democrats;Luxembourg Socialist Workers' Party
Johan Van Hecke;Johan;Van Hecke;male;1954-12-02;Dutch-speaking electoral college;6;Group of the Alliance of Liberals and Democrats for Europe;Open Flemish Liberals and Democrats
Johan Van Hecke;Johan;Van Hecke;male;1954-12-02;Dutch-speaking electoral college;5;European Liberal Democrat and Reform Party Group;Open Flemish Liberals and Democrats
José Ribeiro e Castro;José;;male;1953-12-24;Portugal;6;European People's Party group;CDS - Partido Popular
José Ribeiro e Castro;José;;male;1953-12-24;Portugal;5;European People's Party group;CDS - Partido Popular
Terry Reintke;Terry;Reintke;female;1987-05-09;Germany;8;The Greens–European Free Alliance;Alliance '90/The Greens
Terry Reintke;Terry;Reintke;female;1987-05-09;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Terry Reintke;Terry;Reintke;female;1987-05-09;Germany;10;The Greens–European Free Alliance;Alliance '90/The Greens
Ray MacSharry;Ray;McSharry;male;1938-04-29;Connacht–Ulster;2;European Democratic Alliance;Fianna Fáil
John Attard Montalto;John;;male;1953-02-07;Malta;7;Progressive Alliance of Socialists and Democrats;Labour Party
John Attard Montalto;John;;male;1953-02-07;Malta;6;Progressive Alliance of Socialists and Democrats;Labour Party
John Attard Montalto;John;;male;1953-02-07;Malta;5;Progressive Alliance of Socialists and Democrats;Labour Party
Joe Higgins;Joe;Higgins;male;1949-05-20;Dublin;7;European United Left–Nordic Green Left;Socialist Party
Panagiotis Demetriou;Panagiotis;Dimitriou;male;1939-05-06;Cyprus;5;European People's Party group;Democratic Rally
Panagiotis Demetriou;Panagiotis;Dimitriou;male;1939-05-06;Cyprus;6;European People's Party group;Democratic Rally
Ian Hudghton;Ian;Hudghton;male;1951-09-19;Scotland;5;The Greens–European Free Alliance;Scottish National Party
Ian Hudghton;Ian;Hudghton;male;1951-09-19;North East Scotland;4;European Radical Alliance;Scottish National Party
Ian Hudghton;Ian;Hudghton;male;1951-09-19;Scotland;6;The Greens–European Free Alliance;Scottish National Party
Ian Hudghton;Ian;Hudghton;male;1951-09-19;Scotland;7;The Greens–European Free Alliance;Scottish National Party
Ian Hudghton;Ian;Hudghton;male;1951-09-19;Scotland;8;The Greens–European Free Alliance;Scottish National Party
Francisco Sosa Wagner;Francisco;Wagner;male;1946-06-10;Spain;7;Non-Inscrits;Union, Progress and Democracy
Francisco Sosa Wagner;Francisco;Wagner;male;1946-06-10;Spain;8;Group of the Alliance of Liberals and Democrats for Europe;Union, Progress and Democracy
Jarosław Wałęsa;Jarosław;Wałęsa;male;1976-09-13;Pomeranian;8;European People's Party group;Civic Platform
Jarosław Wałęsa;Jarosław;Wałęsa;male;1976-09-13;Poland;7;European People's Party group;Civic Platform
Raimon Obiols i Germà;Josep Maria;Obiols;male;1940-08-05;Spain;7;Progressive Alliance of Socialists and Democrats;Socialists' Party of Catalonia
Raimon Obiols i Germà;Josep Maria;Obiols;male;1940-08-05;Spain;6;Progressive Alliance of Socialists and Democrats;Socialists' Party of Catalonia
Raimon Obiols i Germà;Josep Maria;Obiols;male;1940-08-05;Spain;5;Progressive Alliance of Socialists and Democrats;Socialists' Party of Catalonia
Kader Arif;Kader;Arif;male;1959-07-03;South-West France;7;Progressive Alliance of Socialists and Democrats;Socialist Party
